Source.Name,Column1,Column2,Column3,Column4,,,,
G_rate_rest.csv,400137271,0.9366174497,0.370763603,0.482071081,,,,
G_rate_rest.csv,400137271,0.9466778523,0.365454439,0.469715509,,,,
G_rate_rest.csv,400137271,0.9567382550,0.334117776,0.495810256,,,,
G_rate_rest.csv,400137271,0.9667986577,0.333217546,0.510969441,,,,
G_rate_rest.csv,400137271,0.9768590604,0.324677246,0.45306524,,,,
G_rate_rest.csv,400137271,0.9869194631,0.340825157,0.501958322,,,,
G_rate_rest.csv,400137271,0.9969798658,0.335743206,0.498921504,,,,
G_rate_rest.csv,400137271,1.0070402685,0.332193951,0.542082803,,,,
G_rate_rest.csv,400137271,1.0171006711,0.338190547,0.475021869,,,,
G_rate_rest.csv,400137271,1.0271610738,0.336869409,0.469290112,,,,
G_rate_rest.csv,400137271,1.0372214765,0.319828051,0.455529042,,,,
G_rate_rest.csv,400137271,1.0472818792,0.319372187,0.411640466,,,,
G_rate_rest.csv,400137271,1.0573422819,0.30611848,0.50967071,,,,
G_rate_rest.csv,400137271,1.0674026846,0.309667215,0.485493224,,,,
G_rate_rest.csv,400137271,1.0774630872,0.300429156,0.490974467,,,,
G_rate_rest.csv,400137271,1.0875234899,0.298762206,0.491054004,,,,
G_rate_rest.csv,400137271,1.0975838926,0.272507233,0.556740554,,,,
G_rate_rest.csv,400137271,1.1076442953,0.282876819,0.455428274,,,,
G_rate_rest.csv,400137271,1.1177046980,0.289887972,0.440590282,,,,
G_rate_rest.csv,400137271,1.1277651007,0.282107661,0.518128751,,,,
G_rate_rest.csv,400137271,1.1378255034,0.279527621,0.53813182,,,,
G_rate_rest.csv,400137271,1.1478859060,0.269087279,0.486713448,,,,
G_rate_rest.csv,400137271,1.1579463087,0.250456955,0.504885914,,,,
G_rate_rest.csv,400137271,1.1680067114,0.268077025,0.521122764,,,,
G_rate_rest.csv,400137271,1.1780671141,0.264934756,0.491527698,,,,
G_rate_rest.csv,400137271,1.1881275168,0.249349234,0.508642666,,,,
G_rate_rest.csv,400137271,1.1981879195,0.25682839,0.488869247,,,,
G_rate_rest.csv,400137271,1.2082483221,0.249011875,0.484684107,,,,
G_rate_rest.csv,400137271,1.2183087248,0.244083606,0.525521313,,,,
G_rate_rest.csv,400137271,1.2283691275,0.240922027,0.482777199,,,,
G_rate_rest.csv,400137271,1.2384295302,0.236357214,0.404930205,,,,
G_rate_rest.csv,400137271,1.2484899329,0.226998128,0.440089099,,,,
G_rate_rest.csv,400137271,1.2585503356,0.228454051,0.47981232,,,,
G_rate_rest.csv,400137271,1.2686107383,0.221868992,0.363465399,,,,
G_rate_rest.csv,400137271,1.2786711409,0.204383299,0.540100638,,,,
G_rate_rest.csv,400137271,1.2887315436,0.215856657,0.50115504,,,,
G_rate_rest.csv,400137271,1.2987919463,0.21838349,0.509962493,,,,
G_rate_rest.csv,400137271,1.3088523490,0.202941492,0.485529696,,,,
G_rate_rest.csv,400137271,1.3189127517,0.217408844,0.48064655,,,,
G_rate_rest.csv,400137271,1.3289731544,0.177415058,0.46423979,,,,
G_rate_rest.csv,400137271,1.3390335570,0.191938665,0.502330412,,,,
G_rate_rest.csv,400137271,1.3490939597,0.190373364,0.490950331,,,,
G_rate_rest.csv,400137271,1.3591543624,0.185692938,0.449910913,,,,
G_rate_rest.csv,400137271,1.3692147651,0.194351203,0.459162569,,,,
G_rate_rest.csv,400137271,1.3792751678,0.194782691,0.470017421,,,,
G_rate_rest.csv,400137271,1.3893355705,0.181922834,0.473038883,,,,
G_rate_rest.csv,400137271,1.3993959732,0.166635774,0.508050786,,,,
G_rate_rest.csv,400137271,1.4094563758,0.145804705,0.459434526,,,,
G_rate_rest.csv,400137271,1.4195167785,0.177073872,0.438361434,,,,
G_rate_rest.csv,400137271,1.4295771812,0.173470261,0.469194094,,,,
G_rate_rest.csv,400137271,1.4396375839,0.157247686,0.36898336,,,,
G_rate_rest.csv,400137271,1.4496979866,0.153294208,0.419585149,,,,
G_rate_rest.csv,400137271,1.4597583893,0.165773289,0.398088635,,,,
G_rate_rest.csv,400137271,1.4698187919,0.155811504,0.471468915,,,,
G_rate_rest.csv,400137271,1.4798791946,0.146673341,0.457940458,,,,
G_rate_rest.csv,400137271,1.4899395973,0.150732519,0.394918296,,,,
G_rate_rest.csv,400137271,1.5000000000,0.10763177,0.418646182,,,,
G_rate_rest.csv,,,,,,,,
G_rate_s0.csv,Seed,arrival rate,-35,-310,,,,
G_rate_s0.csv,400137271,0.0010000000,0.000200903,0.00010046,,,,
G_rate_s0.csv,400137271,0.0110604027,0.002345267,0.001179903,,,,
G_rate_s0.csv,400137271,0.0211208054,0.004741674,0.002416348,,,,
G_rate_s0.csv,400137271,0.0311812081,0.007409017,0.003804695,,,,
G_rate_s0.csv,400137271,0.0412416107,0.010379667,0.005391138,,,,
G_rate_s0.csv,400137271,0.0513020134,0.013646546,0.007214508,,,,
G_rate_s0.csv,400137271,0.0613624161,0.017285603,0.009249599,,,,
G_rate_s0.csv,400137271,0.0714228188,0.021345187,0.011516353,,,,
G_rate_s0.csv,400137271,0.0814832215,0.02586644,0.014269,,,,
G_rate_s0.csv,400137271,0.0915436242,0.030741179,0.017333255,,,,
G_rate_s0.csv,400137271,0.1016040268,0.036110541,0.020771679,,,,
G_rate_s0.csv,400137271,0.1116644295,0.041996851,0.024699393,,,,
G_rate_s0.csv,400137271,0.1217248322,0.048280293,0.028969124,,,,
G_rate_s0.csv,400137271,0.1317852349,0.054971024,0.03383072,,,,
G_rate_s0.csv,400137271,0.1418456376,0.062381193,0.039120514,,,,
G_rate_s0.csv,400137271,0.1519060403,0.069837063,0.04409087,,,,
G_rate_s0.csv,400137271,0.1619664430,0.077595713,0.048826381,,,,
G_rate_s0.csv,400137271,0.1720268456,0.085527759,0.053486952,,,,
G_rate_s0.csv,400137271,0.1820872483,0.092538854,0.057373397,,,,
G_rate_s0.csv,400137271,0.1921476510,0.099282274,0.061152541,,,,
G_rate_s0.csv,400137271,0.2022080537,0.105039054,0.063028124,,,,
G_rate_s0.csv,400137271,0.2122684564,0.109514029,0.063939202,,,,
G_rate_s0.csv,400137271,0.2223288591,0.113246435,0.067499781,,,,
G_rate_s0.csv,400137271,0.2323892617,0.115821801,0.069782774,,,,
G_rate_s0.csv,400137271,0.2424496644,0.120616098,0.070777199,,,,
G_rate_s0.csv,400137271,0.2525100671,0.124255475,0.0765603,,,,
G_rate_s0.csv,400137271,0.2625704698,0.130426491,0.074611678,,,,
G_rate_s0.csv,400137271,0.2726308725,0.135330716,0.077106891,,,,
G_rate_s0.csv,400137271,0.2826912752,0.139490961,0.080069818,,,,
G_rate_s0.csv,400137271,0.2927516779,0.141059843,0.082856097,,,,
G_rate_s0.csv,400137271,0.3028120805,0.143191102,0.086543598,,,,
G_rate_s0.csv,400137271,0.3128724832,0.147433157,0.088226257,,,,
G_rate_s0.csv,400137271,0.3229328859,0.152376936,0.089851382,,,,
G_rate_s0.csv,400137271,0.3329932886,0.154708786,0.093248466,,,,
G_rate_s0.csv,400137271,0.3430536913,0.159959559,0.093000932,,,,
G_rate_s0.csv,400137271,0.3531140940,0.164284983,0.09795252,,,,
G_rate_s0.csv,400137271,0.3631744966,0.167843001,0.098593214,,,,
G_rate_s0.csv,400137271,0.3732348993,0.170658308,0.100396043,,,,
G_rate_s0.csv,400137271,0.3832953020,0.177076011,0.101995318,,,,
G_rate_s0.csv,400137271,0.3933557047,0.175679023,0.107541105,,,,
G_rate_s0.csv,400137271,0.4034161074,0.180683542,0.108581766,,,,
G_rate_s0.csv,400137271,0.4134765101,0.195088947,0.109266267,,,,
G_rate_s0.csv,400137271,0.4235369128,0.190999965,0.111108383,,,,
G_rate_s0.csv,400137271,0.4335973154,0.19322031,0.11392982,,,,
G_rate_s0.csv,400137271,0.4436577181,0.199565669,0.11775871,,,,
G_rate_s0.csv,400137271,0.4537181208,0.206312103,0.117651777,,,,
G_rate_s0.csv,400137271,0.4637785235,0.208417765,0.124187991,,,,
G_rate_s0.csv,400137271,0.4738389262,0.203784685,0.122750915,,,,
G_rate_s0.csv,400137271,0.4838993289,0.216839246,0.122096746,,,,
G_rate_s0.csv,400137271,0.4939597315,0.221348913,0.12613292,,,,
G_rate_s0.csv,400137271,0.5040201342,0.223211689,0.131307634,,,,
G_rate_s0.csv,400137271,0.5140805369,0.212860808,0.132135007,,,,
G_rate_s0.csv,400137271,0.5241409396,0.242629617,0.13398994,,,,
G_rate_s0.csv,400137271,0.5342013423,0.231268654,0.137994607,,,,
G_rate_s0.csv,400137271,0.5442617450,0.242309224,0.140394321,,,,
G_rate_s0.csv,400137271,0.5543221477,0.246856096,0.140078274,,,,
G_rate_s0.csv,400137271,0.5643825503,0.263124372,0.141108306,,,,
G_rate_s0.csv,400137271,0.5744429530,0.243813608,0.147768104,,,,
G_rate_s0.csv,400137271,0.5845033557,0.260284299,0.146490725,,,,
G_rate_s0.csv,400137271,0.5945637584,0.25325646,0.152437128,,,,
G_rate_s0.csv,400137271,0.6046241611,0.259180886,0.153185656,,,,
G_rate_s0.csv,400137271,0.6146845638,0.268001447,0.155355592,,,,
G_rate_s0.csv,400137271,0.6247449664,0.285155682,0.151417102,,,,
G_rate_s0.csv,400137271,0.6348053691,0.273038936,0.159088764,,,,
G_rate_s0.csv,400137271,0.6448657718,0.259087182,0.155623658,,,,
G_rate_s0.csv,400137271,0.6549261745,0.259692314,0.168780803,,,,
G_rate_s0.csv,400137271,0.6649865772,0.278008847,0.170621765,,,,
G_rate_s0.csv,400137271,0.6750469799,0.302375843,0.170789798,,,,
G_rate_s0.csv,400137271,0.6851073826,0.2941758,0.170966086,,,,
G_rate_s0.csv,400137271,0.6951677852,0.290445359,0.163873264,,,,
G_rate_s0.csv,400137271,0.7052281879,0.308113874,0.163550231,,,,
G_rate_s0.csv,400137271,0.7152885906,0.315172825,0.176424048,,,,
G_rate_s0.csv,400137271,0.7253489933,0.300446165,0.182512324,,,,
G_rate_s0.csv,400137271,0.7354093960,0.292203989,0.180567021,,,,
G_rate_s0.csv,400137271,0.7454697987,0.336851066,0.179854754,,,,
G_rate_s0.csv,400137271,0.7555302013,0.306300253,0.187206234,,,,
G_rate_s0.csv,400137271,0.7655906040,0.34096699,0.18687853,,,,
G_rate_s0.csv,400137271,0.7756510067,0.332378159,0.190004133,,,,
G_rate_s0.csv,400137271,0.7857114094,0.321338787,0.194109752,,,,
G_rate_s0.csv,400137271,0.7957718121,0.326210925,0.194712859,,,,
G_rate_s0.csv,400137271,0.8058322148,0.326570636,0.192615835,,,,
G_rate_s0.csv,400137271,0.8158926174,0.357039211,0.202031541,,,,
G_rate_s0.csv,400137271,0.8259530201,0.341893884,0.19630624,,,,
G_rate_s0.csv,400137271,0.8360134228,0.330260323,0.217198986,,,,
G_rate_s0.csv,400137271,0.8460738255,0.347200412,0.211822327,,,,
G_rate_s0.csv,400137271,0.8561342282,0.339761335,0.210546902,,,,
G_rate_s0.csv,400137271,0.8661946309,0.356100554,0.209815036,,,,
G_rate_s0.csv,400137271,0.8762550336,0.365843285,0.210082819,,,,
G_rate_s0.csv,400137271,0.8863154362,0.367514638,0.214800059,,,,
G_rate_s0.csv,400137271,0.8963758389,0.362233156,0.226097969,,,,
G_rate_s0.csv,400137271,0.9064362416,0.367956817,0.204247603,,,,
G_rate_s0.csv,400137271,0.9164966443,0.364327118,0.220917826,,,,
G_rate_s0.csv,400137271,0.9265570470,0.367454446,0.224468624,,,,
G_rate_s0.csv,400137271,0.9366174497,0.372665298,0.225636435,,,,
G_rate_s0.csv,400137271,0.9466778523,0.373113154,0.226758661,,,,
G_rate_s0.csv,400137271,0.9567382550,0.368126761,0.233218242,,,,
G_rate_s0.csv,400137271,0.9667986577,0.370639142,0.239964179,,,,
G_rate_s0.csv,400137271,0.9768590604,0.369539846,0.231935068,,,,
G_rate_s0.csv,400137271,0.9869194631,0.377080649,0.241676009,,,,
G_rate_s0.csv,400137271,0.9969798658,0.377992048,0.243000723,,,,
G_rate_s0.csv,400137271,1.0070402685,0.376170197,0.255417949,,,,
G_rate_s0.csv,400137271,1.0171006711,0.382827126,0.243224745,,,,
G_rate_s0.csv,400137271,1.0271610738,0.385490746,0.244272143,,,,
G_rate_s0.csv,400137271,1.0372214765,0.381180093,0.24310222,,,,
G_rate_s0.csv,400137271,1.0472818792,0.38347305,0.234157393,,,,
G_rate_s0.csv,400137271,1.0573422819,0.381295251,0.259611195,,,,
G_rate_s0.csv,400137271,1.0674026846,0.385307022,0.256183288,,,,
G_rate_s0.csv,400137271,1.0774630872,0.382909872,0.259613141,,,,
G_rate_s0.csv,400137271,1.0875234899,0.385716736,0.262611248,,,,
G_rate_s0.csv,400137271,1.0975838926,0.375396263,0.279442694,,,,
G_rate_s0.csv,400137271,1.1076442953,0.385302272,0.257382459,,,,
G_rate_s0.csv,400137271,1.1177046980,0.392491452,0.256628402,,,,
G_rate_s0.csv,400137271,1.1277651007,0.390593041,0.27682062,,,,
G_rate_s0.csv,400137271,1.1378255034,0.392417571,0.283621206,,,,
G_rate_s0.csv,400137271,1.1478859060,0.389603627,0.272906395,,,,
G_rate_s0.csv,400137271,1.1579463087,0.381387613,0.279742599,,,,
G_rate_s0.csv,400137271,1.1680067114,0.395556512,0.286665027,,,,
G_rate_s0.csv,400137271,1.1780671141,0.396410039,0.281695755,,,,
G_rate_s0.csv,400137271,1.1881275168,0.391275051,0.28759052,,,,
G_rate_s0.csv,400137271,1.1981879195,0.397871206,0.284794955,,,,
G_rate_s0.csv,400137271,1.2082483221,0.395174137,0.285798998,,,,
G_rate_s0.csv,400137271,1.2183087248,0.396168712,0.298872096,,,,
G_rate_s0.csv,400137271,1.2283691275,0.397331934,0.290786815,,,,
G_rate_s0.csv,400137271,1.2384295302,0.397755262,0.272764031,,,,
G_rate_s0.csv,400137271,1.2484899329,0.396629501,0.28389034,,,,
G_rate_s0.csv,400137271,1.2585503356,0.399554647,0.295201664,,,,
G_rate_s0.csv,400137271,1.2686107383,0.397373102,0.268435013,,,,
G_rate_s0.csv,400137271,1.2786711409,0.389120187,0.315208232,,,,
G_rate_s0.csv,400137271,1.2887315436,0.400713794,0.307218082,,,,
G_rate_s0.csv,400137271,1.2987919463,0.404215016,0.311507423,,,,
G_rate_s0.csv,400137271,1.3088523490,0.398967565,0.307261496,,,,
G_rate_s0.csv,400137271,1.3189127517,0.411120124,0.308038082,,,,
G_rate_s0.csv,400137271,1.3289731544,0.387216816,0.307293793,,,,
G_rate_s0.csv,400137271,1.3390335570,0.397797571,0.318465717,,,,
G_rate_s0.csv,400137271,1.3490939597,0.401282786,0.318025422,,,,
G_rate_s0.csv,400137271,1.3591543624,0.400283548,0.30866745,,,,
G_rate_s0.csv,400137271,1.3692147651,0.408976681,0.312532409,,,,
G_rate_s0.csv,400137271,1.3792751678,0.413976788,0.317277847,,,,
G_rate_s0.csv,400137271,1.3893355705,0.406586748,0.320572133,,,,
G_rate_s0.csv,400137271,1.3993959732,0.398781342,0.332564815,,,,
G_rate_s0.csv,400137271,1.4094563758,0.386350918,0.320403912,,,,
G_rate_s0.csv,400137271,1.4195167785,0.411594438,0.317864524,,,,
G_rate_s0.csv,400137271,1.4295771812,0.411841523,0.327241829,,,,
G_rate_s0.csv,400137271,1.4396375839,0.402303823,0.303402781,,,,
G_rate_s0.csv,400137271,1.4496979866,0.403037375,0.317618167,,,,
G_rate_s0.csv,400137271,1.4597583893,0.413151652,0.313987315,,,,
G_rate_s0.csv,400137271,1.4698187919,0.408397757,0.335812944,,,,
G_rate_s0.csv,400137271,1.4798791946,0.40411157,0.334217012,,,,
G_rate_s0.csv,400137271,1.4899395973,0.410654048,0.319266313,,,,
G_rate_s0.csv,400137271,1.5000000000,0.381509988,0.326953674,,,,
G_rate_s0.csv,,,,,,,,
G_rate_s1.csv,Seed,arrival rate,-35,-310,,,,
G_rate_s1.csv,400137271,0.0010000000,0.000200331,0.000100673,,,,
G_rate_s1.csv,400137271,0.0110604027,0.002296097,0.001159628,,,,
G_rate_s1.csv,400137271,0.0211208054,0.004554721,0.002306662,,,,
G_rate_s1.csv,400137271,0.0311812081,0.006977383,0.003555083,,,,
G_rate_s1.csv,400137271,0.0412416107,0.0095706,0.004936098,,,,
G_rate_s1.csv,400137271,0.0513020134,0.012369279,0.00644076,,,,
G_rate_s1.csv,400137271,0.0613624161,0.015365104,0.008051697,,,,
G_rate_s1.csv,400137271,0.0714228188,0.018646764,0.00985614,,,,
G_rate_s1.csv,400137271,0.0814832215,0.022112387,0.011818066,,,,
G_rate_s1.csv,400137271,0.0915436242,0.025857819,0.013946784,,,,
G_rate_s1.csv,400137271,0.1016040268,0.029792312,0.016215864,,,,
G_rate_s1.csv,400137271,0.1116644295,0.034065456,0.018843039,,,,
G_rate_s1.csv,400137271,0.1217248322,0.038558904,0.021587905,,,,
G_rate_s1.csv,400137271,0.1317852349,0.04329813,0.024598251,,,,
G_rate_s1.csv,400137271,0.1418456376,0.048213516,0.027515,,,,
G_rate_s1.csv,400137271,0.1519060403,0.053180012,0.030607488,,,,
G_rate_s1.csv,400137271,0.1619664430,0.057988201,0.033230456,,,,
G_rate_s1.csv,400137271,0.1720268456,0.063172474,0.035727235,,,,
G_rate_s1.csv,400137271,0.1820872483,0.067434414,0.038014687,,,,
G_rate_s1.csv,400137271,0.1921476510,0.07195994,0.03891453,,,,
G_rate_s1.csv,400137271,0.2022080537,0.074745855,0.040495089,,,,
G_rate_s1.csv,400137271,0.2122684564,0.077062059,0.035454268,,,,
G_rate_s1.csv,400137271,0.2223288591,0.078576323,0.036203804,,,,
G_rate_s1.csv,400137271,0.2323892617,0.076339982,0.031954084,,,,
G_rate_s1.csv,400137271,0.2424496644,0.078714881,0.044938331,,,,
G_rate_s1.csv,400137271,0.2525100671,0.082064033,0.042186594,,,,
G_rate_s1.csv,400137271,0.2625704698,0.085469541,0.039554536,,,,
G_rate_s1.csv,400137271,0.2726308725,0.087299058,0.044840736,,,,
G_rate_s1.csv,400137271,0.2826912752,0.084568407,0.039605457,,,,
G_rate_s1.csv,400137271,0.2927516779,0.087388298,0.043758023,,,,
G_rate_s1.csv,400137271,0.3028120805,0.092289801,0.051300203,,,,
G_rate_s1.csv,400137271,0.3128724832,0.092382438,0.024991224,,,,
G_rate_s1.csv,400137271,0.3229328859,0.049282872,0.046980961,,,,
G_rate_s1.csv,400137271,0.3329932886,0.08500794,0.048389744,,,,
G_rate_s1.csv,400137271,0.3430536913,0.089599413,0.048949059,,,,
G_rate_s1.csv,400137271,0.3531140940,0.100165864,0.046117373,,,,
G_rate_s1.csv,400137271,0.3631744966,0.105513169,0.048844414,,,,
G_rate_s1.csv,400137271,0.3732348993,0.038039685,0.047839915,,,,
G_rate_s1.csv,400137271,0.3832953020,0.060764295,0.049848452,,,,
G_rate_s1.csv,400137271,0.3933557047,0.096323189,0.05283863,,,,
G_rate_s1.csv,400137271,0.4034161074,0.115538931,0.054866005,,,,
G_rate_s1.csv,400137271,0.4134765101,0.08058048,0.053036401,,,,
G_rate_s1.csv,400137271,0.4235369128,0.12718009,0.033933317,,,,
G_rate_s1.csv,400137271,0.4335973154,0.041968419,0.060959129,,,,
G_rate_s1.csv,400137271,0.4436577181,0.122589547,0.044596287,,,,
G_rate_s1.csv,400137271,0.4537181208,0.097991985,0.06644553,,,,
G_rate_s1.csv,400137271,0.4637785235,0.126880569,0.05872377,,,,
G_rate_s1.csv,400137271,0.4738389262,0.126115725,0.014527416,,,,
G_rate_s1.csv,400137271,0.4838993289,0.079268453,0.015742789,,,,
G_rate_s1.csv,400137271,0.4939597315,0.072902893,0.064662471,,,,
G_rate_s1.csv,400137271,0.5040201342,0.092423579,0.030620377,,,,
G_rate_s1.csv,400137271,0.5140805369,0.002301119,0.068832373,,,,
G_rate_s1.csv,400137271,0.5241409396,0.102805981,0.05980237,,,,
G_rate_s1.csv,400137271,0.5342013423,0.07146431,0.011048589,,,,
G_rate_s1.csv,400137271,0.5442617450,0.114307606,0.072274187,,,,
G_rate_s1.csv,400137271,0.5543221477,0.087815734,0.011256313,,,,
G_rate_s1.csv,400137271,0.5643825503,0.080350523,0.071851123,,,,
G_rate_s1.csv,400137271,0.5744429530,0.017256441,0.073182068,,,,
G_rate_s1.csv,400137271,0.5845033557,0.149495582,0.057109506,,,,
G_rate_s1.csv,400137271,0.5945637584,0.0221383,0.026011202,,,,
G_rate_s1.csv,400137271,0.6046241611,0.149763824,0.074897284,,,,
G_rate_s1.csv,400137271,0.6146845638,0.161040918,0.034016449,,,,
G_rate_s1.csv,400137271,0.6247449664,0.041718746,0.070124219,,,,
